Chromosome	Window	Sample	Value
B1	15100000	FCA	5.575
B1	15100000	IPL	2.554
B1	15100000	PBE	1.9879999999999998
B1	15100000	PVI	1.9879999999999998
B1	15100000	PRU	3.2199999999999998
B1	15200000	FCA	5.475
B1	15200000	IPL	2.455
B1	15200000	PBE	1.7919999999999998
B1	15200000	PVI	1.7919999999999998
B1	15200000	PRU	3.141
B1	15000000	FCA	5.5329999999999995
B1	15000000	PRU	3.216
B1	15000000	IPL	2.619
B1	15000000	PVI	2.03
B1	15000000	PBE	2.03
B1	15300000	FCA	5.657
B1	15300000	PRU	3.179
B1	15300000	IPL	2.56
B1	15300000	PVI	2.005
B1	15300000	PBE	2.005
B1	15400000	FCA	5.698
B1	15400000	PRU	3.558
B1	15400000	IPL	2.646
B1	15400000	PVI	1.9449999999999998
B1	15400000	PBE	1.9449999999999998
B1	15700000	FCA	5.455
B1	15700000	PRU	3.313
B1	15700000	IPL	2.643
B1	15700000	PVI	2.254
B1	15700000	PBE	2.254
B1	15500000	FCA	5.499
B1	15500000	IPL	2.447
B1	15500000	PBE	1.855
B1	15500000	PVI	1.855
B1	15500000	PRU	3.091
B1	15600000	FCA	5.611
B1	15600000	PRU	3.049
B1	15600000	IPL	2.179
B1	15600000	PVI	1.616
B1	15600000	PBE	1.616
B1	15800000	FCA	5.984
B1	15800000	PRU	3.37
B1	15800000	IPL	2.5069999999999997
B1	15800000	PVI	1.867
B1	15800000	PBE	1.867
B1	15900000	FCA	6.205
B1	15900000	PRU	4.057
B1	15900000	PBE	2.261
B1	15900000	IPL	2.261
B1	15900000	PVI	3.114
B1	16200000	FCA	5.441
B1	16200000	PRU	3.179
B1	16200000	PBE	2.307
B1	16200000	PVI	1.8880000000000001
B1	16200000	IPL	1.8880000000000001
B1	16300000	FCA	5.917
B1	16300000	PRU	3.328
B1	16300000	PBE	2.257
B1	16300000	PVI	2.257
B1	16300000	IPL	2.831
B1	16000000	FCA	5.434
B1	16000000	PRU	3.241
B1	16000000	PBE	1.825
B1	16000000	PVI	1.825
B1	16000000	IPL	2.412
B1	16100000	FCA	6.154
B1	16100000	PRU	3.842
B1	16100000	IPL	2.563
B1	16100000	PVI	2.2089999999999996
B1	16100000	PBE	2.2089999999999996
B1	16500000	FCA	5.527
B1	16500000	IPL	2.303
B1	16500000	PBE	1.6320000000000001
B1	16500000	PVI	1.6320000000000001
B1	16500000	PRU	2.902
B1	16400000	FCA	5.806
B1	16400000	PRU	3.528
B1	16400000	PVI	2.883
B1	16400000	IPL	2.497
B1	16400000	PBE	2.497
B1	16600000	FCA	5.431
B1	16600000	IPL	2.145
B1	16600000	PBE	1.6420000000000001
B1	16600000	PVI	1.6420000000000001
B1	16600000	PRU	2.995
B1	16800000	FCA	6.218
B1	16800000	PRU	3.131
B1	16800000	PBE	1.859
B1	16800000	PVI	1.859
B1	16800000	IPL	2.399
B1	16700000	FCA	5.7410000000000005
B1	16700000	PRU	2.794
B1	16700000	IPL	1.955
B1	16700000	PVI	1.477
B1	16700000	PBE	1.477
B1	17000000	FCA	5.789
B1	17000000	PRU	3.096
B1	17000000	IPL	2.5090000000000003
B1	17000000	PVI	1.9029999999999998
B1	17000000	PBE	1.9029999999999998
B1	16900000	FCA	6.486
B1	16900000	IPL	2.608
B1	16900000	PBE	1.9929999999999999
B1	16900000	PVI	1.9929999999999999
B1	16900000	PRU	3.542
B1	17300000	FCA	6.074
B1	17300000	IPL	2.603
B1	17300000	PBE	2.075
B1	17300000	PVI	2.075
B1	17300000	PRU	3.411
B1	17400000	FCA	5.832
B1	17400000	PRU	3.3419999999999996
B1	17400000	PBE	1.743
B1	17400000	PVI	1.743
B1	17400000	IPL	2.5250000000000004
B1	17200000	FCA	5.663
B1	17200000	IPL	2.161
B1	17200000	PBE	1.656
B1	17200000	PVI	1.656
B1	17200000	PRU	2.843
B1	17100000	FCA	5.8709999999999996
B1	17100000	IPL	2.29
B1	17100000	PBE	1.7309999999999999
B1	17100000	PVI	1.7309999999999999
B1	17100000	PRU	3.078
B1	17500000	FCA	6.078
B1	17500000	PRU	3.408
B1	17500000	IPL	2.613
B1	17500000	PVI	1.976
B1	17500000	PBE	1.976
B1	17700000	FCA	5.46
B1	17700000	PRU	2.9749999999999996
B1	17700000	IPL	2.198
B1	17700000	PVI	1.8419999999999999
B1	17700000	PBE	1.8419999999999999
B1	17600000	FCA	5.531
B1	17600000	IPL	2.386
B1	17600000	PBE	1.718
B1	17600000	PVI	1.718
B1	17600000	PRU	2.976
B1	17800000	FCA	5.47
B1	17800000	PRU	3.195
B1	17800000	PBE	1.659
B1	17800000	PVI	1.659
B1	17800000	IPL	2.418
B1	17900000	FCA	5.591
B1	17900000	PRU	3.1119999999999997
B1	17900000	PBE	1.841
B1	17900000	PVI	1.841
B1	17900000	IPL	2.3689999999999998
B1	18100000	FCA	5.681
B1	18100000	PRU	2.945
B1	18100000	IPL	2.467
B1	18100000	PVI	1.8929999999999998
B1	18100000	PBE	1.8929999999999998
B1	18000000	FCA	5.486
B1	18000000	PRU	3.063
B1	18000000	IPL	2.5170000000000003
B1	18000000	PVI	1.854
B1	18000000	PBE	1.854
B1	18400000	FCA	5.552
B1	18400000	PRU	3.6929999999999996
B1	18400000	IPL	2.405
B1	18400000	PVI	2.018
B1	18400000	PBE	2.018
B1	18200000	FCA	5.497
B1	18200000	PRU	3.077
B1	18200000	IPL	2.606
B1	18200000	PVI	1.9369999999999998
B1	18200000	PBE	1.9369999999999998
B1	18300000	FCA	5.4559999999999995
B1	18300000	IPL	2.494
B1	18300000	PBE	2.001
B1	18300000	PVI	2.001
B1	18300000	PRU	3.3070000000000004
B1	18500000	FCA	5.473
B1	18500000	IPL	2.464
B1	18500000	PBE	1.876
B1	18500000	PVI	1.876
B1	18500000	PRU	2.876
B1	18600000	FCA	5.541
B1	18600000	PVI	2.2560000000000002
B1	18600000	PBE	2.016
B1	18600000	IPL	2.016
B1	18600000	PRU	2.7369999999999997
B1	18700000	FCA	5.42
B1	18700000	PRU	2.994
B1	18700000	PVI	2.13
B1	18700000	IPL	1.7659999999999998
B1	18700000	PBE	1.7659999999999998
B1	18800000	FCA	6.0600000000000005
B1	18800000	PVI	2.827
B1	18800000	PBE	2.236
B1	18800000	IPL	2.236
B1	18800000	PRU	3.6519999999999997
B1	18900000	FCA	5.537
B1	18900000	IPL	1.9460000000000002
B1	18900000	PBE	1.564
B1	18900000	PVI	1.564
B1	18900000	PRU	2.706
B1	19000000	FCA	5.538
B1	19000000	PVI	2.307
B1	19000000	PBE	1.918
B1	19000000	IPL	1.918
B1	19000000	PRU	3.329
B1	19100000	FCA	5.518
B1	19100000	IPL	2.284
B1	19100000	PBE	1.6729999999999998
B1	19100000	PVI	1.6729999999999998
B1	19100000	PRU	2.844
B1	19200000	FCA	5.497
B1	19200000	PRU	2.994
B1	19200000	IPL	2.5340000000000003
B1	19200000	PVI	2.117
B1	19200000	PBE	2.117
B1	19300000	FCA	5.588
B1	19300000	PRU	3.288
B1	19300000	PBE	1.9290000000000003
B1	19300000	PVI	1.9290000000000003
B1	19300000	IPL	2.37
B1	19400000	FCA	5.439
B1	19400000	IPL	2.519
B1	19400000	PBE	2.174
B1	19400000	PVI	2.174
B1	19400000	PRU	3.2649999999999997
B1	19500000	FCA	5.55
B1	19500000	IPL	2.2110000000000003
B1	19500000	PBE	1.831
B1	19500000	PVI	1.831
B1	19500000	PRU	3.573
B1	19600000	FCA	5.732
B1	19600000	IPL	2.63
B1	19600000	PBE	1.931
B1	19600000	PVI	1.931
B1	19600000	PRU	3.299
B1	19700000	FCA	5.447
B1	19700000	IPL	2.701
B1	19700000	PBE	2.092
B1	19700000	PVI	2.092
B1	19700000	PRU	3.412
B1	19800000	FCA	5.641
B1	19800000	PRU	2.988
B1	19800000	IPL	2.54
B1	19800000	PVI	1.9949999999999999
B1	19800000	PBE	1.9949999999999999
B1	19900000	FCA	5.685
B1	19900000	PRU	2.887
B1	19900000	IPL	2.237
B1	19900000	PVI	1.7739999999999998
B1	19900000	PBE	1.7739999999999998
B1	20000000	FCA	5.461
B1	20000000	IPL	2.4619999999999997
B1	20000000	PBE	1.871
B1	20000000	PVI	1.871
B1	20000000	PRU	3.379
B1	20200000	FCA	5.578
B1	20200000	IPL	2.212
B1	20200000	PBE	1.37
B1	20200000	PVI	1.37
B1	20200000	PRU	3.324
B1	20600000	FCA	5.479
B1	20600000	PRU	3.3890000000000002
B1	20600000	IPL	2.58
B1	20600000	PVI	1.778
B1	20600000	PBE	1.778
B1	20100000	FCA	5.463
B1	20100000	IPL	2.576
B1	20100000	PBE	1.975
B1	20100000	PVI	1.975
B1	20100000	PRU	3.2520000000000002
B1	20400000	FCA	5.515
B1	20400000	PRU	3.524
B1	20400000	PBE	2.281
B1	20400000	PVI	2.281
B1	20400000	IPL	2.924
B1	20500000	FCA	5.443
B1	20500000	PRU	2.963
B1	20500000	PBE	1.879
B1	20500000	PVI	1.879
B1	20500000	IPL	2.316
B1	20700000	FCA	5.491
B1	20700000	PRU	3.456
B1	20700000	PBE	2.041
B1	20700000	PVI	2.041
B1	20700000	IPL	2.704
B1	20300000	FCA	5.47
B1	20300000	PVI	2.158
B1	20300000	PBE	1.8519999999999999
B1	20300000	IPL	1.8519999999999999
B1	20300000	PRU	3.3529999999999998
B1	20800000	FCA	5.566
B1	20800000	PRU	3.519
B1	20800000	PBE	2.349
B1	20800000	PVI	2.349
B1	20800000	IPL	2.942
B1	21000000	FCA	5.463
B1	21000000	PRU	3.257
B1	21000000	IPL	2.161
B1	21000000	PVI	1.5610000000000002
B1	21000000	PBE	1.5610000000000002
B1	21200000	FCA	5.662
B1	21200000	PRU	3.519
B1	21200000	IPL	2.59
B1	21200000	PVI	1.963
B1	21200000	PBE	1.963
B1	20900000	FCA	5.514
B1	20900000	IPL	2.705
B1	20900000	PBE	1.991
B1	20900000	PVI	1.991
B1	20900000	PRU	3.234
B1	21100000	FCA	5.856999999999999
B1	21100000	PRU	3.5020000000000002
B1	21100000	PBE	1.8450000000000002
B1	21100000	PVI	1.8450000000000002
B1	21100000	IPL	2.32
B1	21300000	FCA	5.5440000000000005
B1	21300000	PRU	2.77
B1	21300000	PBE	1.6809999999999998
B1	21300000	PVI	1.6809999999999998
B1	21300000	IPL	2.1239999999999997
B1	21400000	FCA	5.477
B1	21400000	PRU	2.868
B1	21400000	PBE	1.984
B1	21400000	PVI	1.984
B1	21400000	IPL	2.3120000000000003
B1	21500000	FCA	5.5809999999999995
B1	21500000	PRU	2.8819999999999997
B1	21500000	IPL	2.027
B1	21500000	PVI	1.558
B1	21500000	PBE	1.558
B1	21600000	FCA	5.489999999999999
B1	21600000	PRU	3.385
B1	21600000	IPL	2.731
B1	21600000	PVI	2.332
B1	21600000	PBE	2.332
B1	21700000	FCA	5.578
B1	21700000	PRU	3.385
B1	21700000	IPL	2.758
B1	21700000	PVI	2.18
B1	21700000	PBE	2.18
B1	22000000	FCA	5.58
B1	22000000	PRU	3.38
B1	22000000	IPL	2.4410000000000003
B1	22000000	PVI	2.033
B1	22000000	PBE	2.033
B1	21800000	FCA	5.556
B1	21800000	PRU	2.93
B1	21800000	IPL	2.0469999999999997
B1	21800000	PVI	1.564
B1	21800000	PBE	1.564
B1	22100000	FCA	5.5169999999999995
B1	22100000	PRU	3.8760000000000003
B1	22100000	IPL	2.669
B1	22100000	PVI	2.053
B1	22100000	PBE	2.053
B1	22300000	FCA	5.513
B1	22300000	PRU	2.803
B1	22300000	PBE	1.856
B1	22300000	PVI	1.856
B1	22300000	IPL	2.2880000000000003
B1	21900000	FCA	5.7090000000000005
B1	21900000	PBE	2.842
B1	21900000	IPL	2.406
B1	21900000	PVI	2.406
B1	21900000	PRU	3.8379999999999996
B1	22200000	FCA	5.532
B1	22200000	IPL	2.445
B1	22200000	PRU	2.445
B1	22200000	PVI	2.002
B1	22200000	PBE	2.002
B1	22400000	FCA	5.486
B1	22400000	PRU	3.205
B1	22400000	IPL	2.524
B1	22400000	PVI	1.968
B1	22400000	PBE	1.968
B1	22500000	FCA	5.6370000000000005
B1	22500000	IPL	3.247
B1	22500000	PRU	2.803
B1	22500000	PVI	1.7579999999999998
B1	22500000	PBE	1.7579999999999998
B1	22900000	FCA	5.483
B1	22900000	IPL	2.257
B1	22900000	PBE	1.617
B1	22900000	PVI	1.617
B1	22900000	PRU	2.759
B1	22700000	FCA	5.443
B1	22700000	IPL	2.338
B1	22700000	PBE	1.8980000000000001
B1	22700000	PVI	1.8980000000000001
B1	22700000	PRU	3.137
B1	22800000	FCA	5.633
B1	22800000	PRU	2.981
B1	22800000	IPL	2.394
B1	22800000	PVI	1.617
B1	22800000	PBE	1.617
B1	23000000	FCA	5.455
B1	23000000	PRU	3.58
B1	23000000	IPL	2.81
B1	23000000	PVI	2.1839999999999997
B1	23000000	PBE	2.1839999999999997
B1	22600000	FCA	5.669
B1	22600000	PRU	3.902
B1	22600000	IPL	2.9059999999999997
B1	22600000	PVI	2.2239999999999998
B1	22600000	PBE	2.2239999999999998
B1	23100000	FCA	5.499
B1	23100000	IPL	2.403
B1	23100000	PBE	1.989
B1	23100000	PVI	1.989
B1	23100000	PRU	3.3029999999999995
B1	23400000	FCA	5.5489999999999995
B1	23400000	PRU	3.088
B1	23400000	IPL	2.122
B1	23400000	PVI	1.8769999999999998
B1	23400000	PBE	1.8769999999999998
B1	23200000	FCA	5.468
B1	23200000	PRU	3.2750000000000004
B1	23200000	PBE	1.5890000000000002
B1	23200000	PVI	1.5890000000000002
B1	23200000	IPL	2.1340000000000003
B1	23300000	FCA	5.615
B1	23300000	PVI	2.442
B1	23300000	PBE	2.16
B1	23300000	IPL	2.16
B1	23300000	PRU	3.884
B1	23500000	FCA	5.483
B1	23500000	IPL	2.2239999999999998
B1	23500000	PBE	1.603
B1	23500000	PVI	1.603
B1	23500000	PRU	2.843
B1	23600000	FCA	5.447
B1	23600000	PRU	3.341
B1	23600000	IPL	2.504
B1	23600000	PVI	1.822
B1	23600000	PBE	1.822
B1	23700000	FCA	5.444
B1	23700000	PRU	3.3779999999999997
B1	23700000	IPL	2.753
B1	23700000	PVI	2.026
B1	23700000	PBE	2.026
B1	23800000	FCA	5.7299999999999995
B1	23800000	PRU	4.55
B1	23800000	IPL	2.899
B1	23800000	PVI	1.9789999999999999
B1	23800000	PBE	1.9789999999999999
B1	23900000	FCA	5.421
B1	23900000	IPL	2.835
B1	23900000	PBE	1.867
B1	23900000	PVI	1.867
B1	23900000	PRU	3.688
B1	24300000	FCA	5.484
B1	24300000	IPL	2.2270000000000003
B1	24300000	PBE	1.583
B1	24300000	PVI	1.583
B1	24300000	PRU	3.102
B1	24100000	FCA	5.4510000000000005
B1	24100000	PRU	3.0540000000000003
B1	24100000	PBE	1.635
B1	24100000	PVI	1.635
B1	24100000	IPL	2.0629999999999997
B1	24200000	FCA	5.503
B1	24200000	IPL	2.2030000000000003
B1	24200000	PBE	1.73
B1	24200000	PVI	1.73
B1	24200000	PRU	3.183
B1	24000000	FCA	5.558
B1	24000000	PRU	2.907
B1	24000000	PBE	1.82
B1	24000000	PVI	1.82
B1	24000000	IPL	2.421
B1	24400000	FCA	5.432
B1	24400000	IPL	2.5420000000000003
B1	24400000	PBE	1.71
B1	24400000	PVI	1.71
B1	24400000	PRU	3.1910000000000003
B1	24500000	FCA	5.523
B1	24500000	IPL	2.253
B1	24500000	PBE	1.66
B1	24500000	PVI	1.66
B1	24500000	PRU	3.406
B1	24600000	FCA	5.5329999999999995
B1	24600000	PRU	3.2329999999999997
B1	24600000	IPL	2.2769999999999997
B1	24600000	PVI	1.69
B1	24600000	PBE	1.69
B1	25000000	FCA	5.476
B1	25000000	IPL	2.537
B1	25000000	PBE	1.836
B1	25000000	PVI	1.836
B1	25000000	PRU	3.6249999999999996
B1	24700000	FCA	5.574
B1	24700000	PRU	2.7279999999999998
B1	24700000	PVI	2.236
B1	24700000	IPL	1.8499999999999999
B1	24700000	PBE	1.8499999999999999
B1	24900000	FCA	5.489999999999999
B1	24900000	PRU	3.3009999999999997
B1	24900000	IPL	2.6100000000000003
B1	24900000	PVI	2.036
B1	24900000	PBE	2.036
B1	24800000	FCA	5.556
B1	24800000	PRU	3.1510000000000002
B1	24800000	PBE	1.91
B1	24800000	PVI	1.91
B1	24800000	IPL	2.637
B1	25100000	FCA	5.617
B1	25100000	PRU	3.457
B1	25100000	IPL	2.735
B1	25100000	PVI	2.1870000000000003
B1	25100000	PBE	2.1870000000000003
B1	25300000	FCA	5.476
B1	25300000	PRU	3.04
B1	25300000	IPL	2.333
B1	25300000	PVI	1.8769999999999998
B1	25300000	PBE	1.8769999999999998
B1	25200000	FCA	5.522
B1	25200000	PRU	2.9610000000000003
B1	25200000	PBE	1.748
B1	25200000	IPL	1.748
B1	25200000	PVI	1.9640000000000002
B1	25400000	FCA	5.433000000000001
B1	25400000	PRU	3.055
B1	25400000	IPL	2.166
B1	25400000	PVI	1.836
B1	25400000	PBE	1.836
B1	25600000	FCA	5.455
B1	25600000	IPL	2.673
B1	25600000	PBE	2.284
B1	25600000	PVI	2.284
B1	25600000	PRU	3.1530000000000005
B1	25700000	FCA	5.493
B1	25700000	IPL	2.284
B1	25700000	PBE	1.813
B1	25700000	PVI	1.813
B1	25700000	PRU	2.93
B1	25500000	FCA	5.605
B1	25500000	PRU	3.4250000000000003
B1	25500000	IPL	2.5940000000000003
B1	25500000	PVI	2.022
B1	25500000	PBE	2.022
B1	25800000	FCA	5.496
B1	25800000	PRU	3.161
B1	25800000	IPL	2.299
B1	25800000	PVI	1.891
B1	25800000	PBE	1.891
B1	25900000	FCA	5.449
B1	25900000	IPL	2.414
B1	25900000	PBE	2.041
B1	25900000	PVI	2.041
B1	25900000	PRU	3.2910000000000004
B1	26000000	FCA	5.485
B1	26000000	PRU	3.222
B1	26000000	PBE	2.218
B1	26000000	PVI	2.218
B1	26000000	IPL	2.638
B1	26200000	FCA	5.494000000000001
B1	26200000	PRU	3.396
B1	26200000	PBE	2.125
B1	26200000	PVI	2.125
B1	26200000	IPL	2.588
B1	26300000	FCA	5.452
B1	26300000	IPL	2.758
B1	26300000	PBE	2.1069999999999998
B1	26300000	PVI	2.1069999999999998
B1	26300000	PRU	3.259
B1	26100000	FCA	5.453
B1	26100000	PRU	3.077
B1	26100000	PBE	1.645
B1	26100000	PVI	1.645
B1	26100000	IPL	2.185
B1	26400000	FCA	5.487
B1	26400000	IPL	2.555
B1	26400000	PBE	2.0580000000000003
B1	26400000	PVI	2.0580000000000003
B1	26400000	PRU	3.5249999999999995
B1	26500000	FCA	5.449
B1	26500000	IPL	2.305
B1	26500000	PBE	1.6920000000000002
B1	26500000	PVI	1.6920000000000002
B1	26500000	PRU	3.206
B1	26600000	FCA	5.491
B1	26600000	IPL	2.402
B1	26600000	PBE	1.745
B1	26600000	PVI	1.745
B1	26600000	PRU	2.823
B1	26700000	FCA	5.509
B1	26700000	IPL	2.298
B1	26700000	PBE	1.823
B1	26700000	PVI	1.823
B1	26700000	PRU	3.026
B1	26800000	FCA	5.631
B1	26800000	PRU	3.427
B1	26800000	IPL	2.476
B1	26800000	PVI	1.7770000000000001
B1	26800000	PBE	1.7770000000000001
B1	26900000	FCA	5.519
B1	26900000	PBE	2.512
B1	26900000	PVI	2.512
B1	26900000	IPL	3.018
B1	26900000	PRU	3.018
B1	27000000	FCA	5.505
B1	27000000	PBE	2.758
B1	27000000	IPL	2.404
B1	27000000	PVI	2.404
B1	27000000	PRU	3.7289999999999996
B1	27100000	FCA	5.498
B1	27100000	PRU	3.56
B1	27100000	IPL	2.825
B1	27100000	PVI	2.012
B1	27100000	PBE	2.012
B1	27200000	FCA	5.499
B1	27200000	PRU	3.4450000000000003
B1	27200000	IPL	1.997
B1	27200000	PVI	1.6049999999999998
B1	27200000	PBE	1.6049999999999998
B1	27300000	FCA	5.449
B1	27300000	PRU	2.939
B1	27300000	IPL	2.445
B1	27300000	PVI	1.8270000000000002
B1	27300000	PBE	1.8270000000000002
B1	27400000	FCA	5.592
B1	27400000	IPL	2.5909999999999997
B1	27400000	PBE	1.8519999999999999
B1	27400000	PVI	1.8519999999999999
B1	27400000	PRU	3.324
B1	27500000	FCA	5.478000000000001
B1	27500000	IPL	2.346
B1	27500000	PBE	1.976
B1	27500000	PVI	1.976
B1	27500000	PRU	3.3970000000000002
B1	27600000	FCA	5.567
B1	27600000	PRU	3.1300000000000003
B1	27600000	PBE	1.9
B1	27600000	PVI	1.9
B1	27600000	IPL	2.415
B1	27700000	FCA	5.453
B1	27700000	PRU	3.259
B1	27700000	PBE	1.8960000000000001
B1	27700000	PVI	1.8960000000000001
B1	27700000	IPL	2.248
B1	27800000	FCA	5.484
B1	27800000	PRU	3.437
B1	27800000	IPL	2.246
B1	27800000	PVI	1.82
B1	27800000	PBE	1.82
B1	27900000	FCA	5.453
B1	27900000	PRU	3.4840000000000004
B1	27900000	PBE	1.656
B1	27900000	PVI	1.656
B1	27900000	IPL	2.109
B1	28000000	FCA	5.445
B1	28000000	PBE	2.486
B1	28000000	IPL	2.486
B1	28000000	PVI	2.543
B1	28000000	PRU	2.543
B1	28100000	FCA	5.497
B1	28100000	IPL	2.357
B1	28100000	PBE	2.0580000000000003
B1	28100000	PVI	2.0580000000000003
B1	28100000	PRU	3.524
B1	28200000	FCA	5.552
B1	28200000	PRU	3.183
B1	28200000	IPL	2.501
B1	28200000	PVI	2.1919999999999997
B1	28200000	PBE	2.1919999999999997
B1	28300000	FCA	5.436
B1	28300000	IPL	2.5919999999999996
B1	28300000	PBE	2.103
B1	28300000	PVI	2.103
B1	28300000	PRU	2.8529999999999998
B1	28500000	FCA	5.559
B1	28500000	IPL	2.624
B1	28500000	PBE	2.196
B1	28500000	PVI	2.196
B1	28500000	PRU	3.5380000000000003
B1	28700000	FCA	5.484
B1	28700000	IPL	2.563
B1	28700000	PBE	2.197
B1	28700000	PVI	2.197
B1	28700000	PRU	3.2969999999999997
B1	28600000	FCA	5.501
B1	28600000	PRU	3.737
B1	28600000	IPL	3.017
B1	28600000	PVI	2.325
B1	28600000	PBE	2.325
B1	28400000	FCA	5.502
B1	28400000	PRU	3.216
B1	28400000	IPL	2.393
B1	28400000	PVI	2.11
B1	28400000	PBE	2.11
B1	28800000	FCA	5.43
B1	28800000	PRU	3.524
B1	28800000	IPL	2.731
B1	28800000	PVI	2.329
B1	28800000	PBE	2.329
B1	28900000	FCA	5.482
B1	28900000	PRU	3.077
B1	28900000	PBE	2.099
B1	28900000	PVI	2.099
B1	28900000	IPL	2.436
B1	29000000	FCA	5.4510000000000005
B1	29000000	IPL	2.459
B1	29000000	PBE	1.806
B1	29000000	PVI	1.806
B1	29000000	PRU	2.926
B1	29100000	FCA	5.588
B1	29100000	IPL	2.862
B1	29100000	PBE	2.406
B1	29100000	PVI	2.406
B1	29100000	PRU	3.526
B1	29300000	FCA	5.496
B1	29300000	PRU	3.048
B1	29300000	PBE	1.788
B1	29300000	PVI	1.788
B1	29300000	IPL	2.4219999999999997
B1	29500000	FCA	5.445
B1	29500000	PRU	3.065
B1	29500000	PBE	2.0709999999999997
B1	29500000	PVI	2.0709999999999997
B1	29500000	IPL	2.386
B1	29200000	FCA	5.609
B1	29200000	PRU	2.847
B1	29200000	IPL	2.018
B1	29200000	PVI	1.669
B1	29200000	PBE	1.669
B1	29400000	FCA	5.498
B1	29400000	PRU	3.3640000000000003
B1	29400000	IPL	2.776
B1	29400000	PVI	2.395
B1	29400000	PBE	2.395
B1	29600000	FCA	5.536
B1	29600000	PRU	3.098
B1	29600000	IPL	2.383
B1	29600000	PVI	1.9980000000000002
B1	29600000	PBE	1.9980000000000002
B1	29700000	FCA	5.431
B1	29700000	IPL	2.878
B1	29700000	PBE	2.341
B1	29700000	PVI	2.341
B1	29700000	PRU	3.7249999999999996
B1	29800000	FCA	5.462
B1	29800000	PRU	2.9000000000000004
B1	29800000	PBE	1.619
B1	29800000	PVI	1.619
B1	29800000	IPL	2.169
B1	29900000	FCA	5.468
B1	29900000	IPL	2.721
B1	29900000	PBE	2.2929999999999997
B1	29900000	PVI	2.2929999999999997
B1	29900000	PRU	3.3550000000000004
B1	30000000	FCA	5.498
B1	30000000	IPL	2.593
B1	30000000	PBE	2.03
B1	30000000	PVI	2.03
B1	30000000	PRU	3.053
B1	30100000	FCA	5.491
B1	30100000	IPL	2.696
B1	30100000	PBE	2.033
B1	30100000	PVI	2.033
B1	30100000	PRU	3.374
B1	30200000	FCA	5.476
B1	30200000	PRU	3.302
B1	30200000	IPL	2.426
B1	30200000	PVI	1.762
B1	30200000	PBE	1.762
B1	30300000	FCA	5.48
B1	30300000	IPL	2.174
B1	30300000	PBE	1.9009999999999998
B1	30300000	PVI	1.9009999999999998
B1	30300000	PRU	2.68
B1	30400000	FCA	5.495
B1	30400000	IPL	1.9300000000000002
B1	30400000	PBE	1.505
B1	30400000	PVI	1.505
B1	30400000	PRU	2.9090000000000003
B1	30600000	FCA	5.454
B1	30600000	PRU	3.17
B1	30600000	PBE	1.8429999999999997
B1	30600000	PVI	1.8429999999999997
B1	30600000	IPL	2.452
B1	30500000	FCA	5.536
B1	30500000	IPL	2.5
B1	30500000	PBE	1.8530000000000002
B1	30500000	PVI	1.8530000000000002
B1	30500000	PRU	3.276
B1	30800000	FCA	5.491
B1	30800000	PRU	3.404
B1	30800000	IPL	2.709
B1	30800000	PVI	2.2640000000000002
B1	30800000	PBE	2.2640000000000002
B1	30700000	FCA	5.569
B1	30700000	IPL	2.377
B1	30700000	PBE	1.959
B1	30700000	PVI	1.959
B1	30700000	PRU	2.999
B1	30900000	FCA	5.457
B1	30900000	PRU	3.2070000000000003
B1	30900000	IPL	2.6630000000000003
B1	30900000	PVI	2.078
B1	30900000	PBE	2.078
B1	31000000	FCA	5.4670000000000005
B1	31000000	PRU	2.86
B1	31000000	PBE	2.061
B1	31000000	PVI	2.061
B1	31000000	IPL	2.349
B1	31100000	FCA	5.955
B1	31100000	PRU	3.2169999999999996
B1	31100000	PBE	1.928
B1	31100000	PVI	1.928
B1	31100000	IPL	2.484
B1	31300000	FCA	5.457999999999999
B1	31300000	PRU	3.205
B1	31300000	PBE	2.1149999999999998
B1	31300000	PVI	2.1149999999999998
B1	31300000	IPL	2.9010000000000002
B1	31200000	FCA	5.513
B1	31200000	PRU	2.477
B1	31200000	PBE	1.992
B1	31200000	PVI	1.992
B1	31200000	IPL	2.9579999999999997
B1	31400000	FCA	5.503
B1	31400000	IPL	2.339
B1	31400000	PBE	1.7680000000000002
B1	31400000	PVI	1.7680000000000002
B1	31400000	PRU	2.9139999999999997
B1	31500000	FCA	5.516
B1	31500000	IPL	2.549
B1	31500000	PBE	2.1069999999999998
B1	31500000	PVI	2.1069999999999998
B1	31500000	PRU	3.0669999999999997
B1	31700000	FCA	5.550999999999999
B1	31700000	PRU	3.18
B1	31700000	IPL	2.757
B1	31700000	PVI	2.325
B1	31700000	PBE	2.325
B1	31600000	FCA	5.518
B1	31600000	PRU	3.2030000000000003
B1	31600000	IPL	2.486
B1	31600000	PVI	1.7659999999999998
B1	31600000	PBE	1.7659999999999998
B1	32000000	FCA	5.485
B1	32000000	PRU	2.932
B1	32000000	IPL	1.951
B1	32000000	PVI	1.365
B1	32000000	PBE	1.365
B1	31800000	FCA	5.574
B1	31800000	PRU	3.1850000000000005
B1	31800000	PBE	1.983
B1	31800000	PVI	1.983
B1	31800000	IPL	2.709
B1	31900000	FCA	5.497
B1	31900000	IPL	2.305
B1	31900000	PBE	1.6320000000000001
B1	31900000	PVI	1.6320000000000001
B1	31900000	PRU	3.015
B1	32500000	FCA	5.656
B1	32500000	PRU	3.042
B1	32500000	IPL	2.605
B1	32500000	PVI	1.6969999999999998
B1	32500000	PBE	1.6969999999999998
